questionName,questionLink,voteCount,answerLink,summary
为什么《黑猫警长》五集后就停播了？,http://www.zhihu.com/question/21396519,23454,http://www.zhihu.com/question/21396519/answer/33361101,2年前和《黑猫警长》的导演戴铁郎老先生见过一面，聊过这个话题。当时还有《黑猫警长》的制片印希庸先生、前美影厂员工陈思毅在场，互为佐证，所以我觉得这个来自导演本人的说法应该可信一点。你们在网上搜到的那篇《戴铁郎 艺术是我余生的归宿》便是那次采… 
为什么有些人以没看过《小时代》为荣，却在看了《大圣归来》之后开始议论中国动画？,http://www.zhihu.com/question/32180588,19770,http://www.zhihu.com/question/32180588/answer/54997791,并不是说小时代怎样，而是以小时代为代表的这类打着青春幌子，用粗制滥造的故事和矫情苍白的情怀，用MV导演的手工，最后加上铺天盖地的营销和场面上场面下各种各样的手段把一盘本来只值得1000万票房的作品炒作到好几个亿。这样并不只是赚走了一部分人的钱，… 
如何评价电影《哆啦 A 梦：伴我同行》？,http://www.zhihu.com/question/27296146,19703,http://www.zhihu.com/question/27296146/answer/49497917,1991年的时候我7岁，上小学一年级，有一天下学的时候老妈来学校里接我，那天，以往一向严厉的班主任对我做了表扬，老妈很高兴，牵着她的手路过校门口一个书摊的时候，老妈说：挑本喜欢的课外书吧。我指着机器猫说：我要这个。我已经心心念念许多天了，因为… 
《火影忍者》完结，你最遗憾的是什么？,http://www.zhihu.com/question/25877081,14090,http://www.zhihu.com/question/25877081/answer/32071359,谨以此文献给即将完结的火影忍者。欢迎讨论，挑错，分析。这是我写的另一篇文章 连载结束后，回到《火影忍者》开始的地方（多图）------------------------------------------ 我来很认真的回答一下这个问题。 身为一个十年火影粉，我想说，最大的遗憾莫过于… 
为什么外国的超级英雄要趴着飞，而中国的神仙都是竖着飞的？,http://www.zhihu.com/question/26992616,13728,http://www.zhihu.com/question/26992616/answer/49462528,这个问题再次暴露了知乎扯理论蛋不切实际的毛病。谁说神仙不懂空气动力学了？你又不是神仙你怎么知道？你们这些年轻人啊，看到外星人一点点牛x就来将我们神仙批斗一番。美国阿波罗登月是什么时候？嫦娥登月是什么时候？别的不说，当年孙猴子偷的那些个桃子… 
如果知乎放到《哆啦A梦》中会被问什么问题？,http://www.zhihu.com/question/30938703,12997,http://www.zhihu.com/question/30938703/answer/50101882,哆啦A梦：大雄你怎么啦？又在哭鼻子，真没出息。野比大雄：我在知乎上回答了 1933 个问题，一个赞都没有！哆啦A梦：我在 22 世纪也听说过这个网站。啊！啊！！！怎么现在的吉祥物是一只老鼠啊，这又不是吱呼，太可怕了。22 世纪的知乎吉祥物可是我的远亲蓝… 
《大圣归来》为什么营销得如此成功？,http://www.zhihu.com/question/32158092,12094,,肯德基在微博推广：全家桶好好好，只卖99.9，大家都来买买买。这个叫营销。你在某个街角的小店吃到超级好吃的炸鸡，用的油是良心油，鸡肉不是速成鸡，老板憨厚实诚，你发了个朋友圈，说吃货发现新大陆，好吃不贵，配上位置标识。这个不叫营销，
大圣已经归来，下面的故事该如何继续？,http://www.zhihu.com/question/32171411,11657,http://www.zhihu.com/question/32171411/answer/55142264,“凡是没爹没娘的小娃子，总想找他的亲生爹娘，这已经成了一条举世公认的真理。”—— 丁司傲老和尚法明年事已高，又经五行山一役，自知大限将近，便把江流儿叫来身侧。法明为江流儿摩顶受戒，取法号“玄奘”，并告诫他：“化缘、打坐、念经、参禅固然是极… 
《大圣归来》为什么营销得如此成功？,http://www.zhihu.com/question/32158092,10973,http://www.zhihu.com/question/32158092/answer/54863918,有人拍了中国上下五千年最帅的男人，所有当代活着的中国人心里不死的英雄，点燃了平庸大众荒凉内心里的英雄梦，而且制作水准媲美好莱坞。仅凭借作品本身依靠广大观众的良知和判断在社交平台口口相传，一刷二刷三刷。现在了你来问我为啥它营销的这么成功？什… 
葫芦娃的剧情拍成 EVA 的风格会是什么样子？,http://www.zhihu.com/question/30668264,10363,http://www.zhihu.com/question/30668264/answer/49284221,那是一座众所周知的室内游泳池。蝎子精和蛇精身着泳装，打算做点这个场景适合做的事情。两只蛤蟆精也举起了摄像机，准备记录下两人行动的全过程。慢着！题目是 EVA ？不好意思，少看了一个 E……上面不算，我们重新来过。西历 2015 年，第三新包邮区。城乡… 
如果将刘看山的形象进行二次元少女化，会是怎样的？,http://www.zhihu.com/question/31819473,9855,http://www.zhihu.com/question/31819473/answer/53522475,第一次遇见能答的题--------谢谢大家喜欢，于是再更新一张-v------------谢谢大家><这三张图全都有对应的原图想用作头像或者cos的小旁友们请自由地！-------毕竟只是玩耍，所以是最后一次更新了ヽ(･∀･)メ喜欢刘看山暖黄色的小围巾----取匿是为了以… 
按照《中华小当家》做菜，可行性有多少？,http://www.zhihu.com/question/21372989,9737,http://www.zhihu.com/question/21372989/answer/29898680,实在是懒得重新贴一遍，索性拿之前回答过的来用了我当时给自己的设定是只做刘昴星的菜，所以如果要问我黄新开口笑，四色镇魂包子以及新中华满汉全席怎么样，我没试过还不知道，但是刘昴星的，动画里出现的我都做了一遍，就可操作性这点来将有的可行有的不可… 
为什么有人说富坚义博有着殿堂级的画功？他的画功体现在哪儿呢？,http://www.zhihu.com/question/22345285,9698,http://www.zhihu.com/question/22345285/answer/55014168,·【多图预警】补充一点：本来这段内容打算最后写完的时候再总结的。但很多人没看完就来喷了。我还是先说结论吧。富坚的剧情设计水平，殿堂级肯定没问题。（能跟他比比的两只手数得过来）总体的漫画能力，殿堂级肯定没问题。（能跟他差不多的也只有极少数人… 
中国的山寨这么多，为什么我们总是说日本善于模仿？,http://www.zhihu.com/question/30583278,9528,http://www.zhihu.com/question/30583278/answer/58217304,8月21日已补充修改————别说咱中国人了，就是日本很多年轻人也不知道：在日本走上崛起之路的那几十年，“Made in Japan”就是【假冒伪劣】的代名词而且当时作为山寨之王的日本，山寨产品覆盖了各个行业食品、服装、小商品、动画、漫画、影视、玩具、家电… 
如何评价「伟大的安妮」推出的 App「快看漫画」？,http://www.zhihu.com/question/27063206,9406,http://www.zhihu.com/question/27063206/answer/35092943,我直说吧，她的这个app无论成功不成功，她都成功了。为什么？你看她条漫把自己塑造成的形象，出身贫寒，通过自己的努力成为“成功人士”，套路跟余佳文推销超表有什么区别？重要的是引发大家的议论，最好能吵起来，就算黑的人多了，再画条条漫洗白一下就好… 
如何评价《复仇者联盟 2：奥创纪元》？,http://www.zhihu.com/question/29166103,9111,http://www.zhihu.com/question/29166103/answer/47602511,看到鹰眼带联盟回家看老婆孩子的时候，我心里一凉，想，坏了根据我多年的观影经验鹰眼可能要死；看到鹰眼和老婆你侬我侬说这是最后一次的时候，我心如死灰，想，惨了根据我多年的观影经验鹰眼肯定要死;看到鹰眼和寡妇在车上说等战争结束以后我要回老家装修… 
为什么日本动漫如果把鼻孔、牙齿、嘴唇画全了就会很诡异、很难看？,http://www.zhihu.com/question/28489148,7561,http://www.zhihu.com/question/28489148/answer/44695499,·很多人私信问，想了想，从日报上又扒回来了。海贼粉敢来乱喷的一律拉黑。————————————————————————————————————————原文：动漫里的帅哥美女们，画全了鼻子嘴唇就很诡异（多图）其实这个问题我想过很久。本质上，… 
万磁王克钢铁侠么？,http://www.zhihu.com/question/21155222,7192,http://www.zhihu.com/question/21155222/answer/27137147,我是来放AOE的。从科学的角度来说万磁王就是不克钢铁侠，钢铁侠就是有能力把万磁王吊起来打。不是编剧给谁主角光环的缘故，也不是bug。所以反对现有的所有认为万磁王“克”（或认为“理论上克”）钢铁侠的答案。（文笔不好，偷懒的同学可以只看粗体。）原因：… 
提车了，下一步需要做什么？,http://www.zhihu.com/question/29629426,20303,http://www.zhihu.com/question/29629426/answer/46365133,白驹过隙，谢知友错爱，短短一个月本文时间已经超过800评论了，知乎的评论回复系统在评论超100的时候就超级不好用，不能分页，每次回复完又要找半天，所以今天起本文评论不再一一回复，往大家谅解。——————————高危防喷预警，请仔细阅读以上加粗字… 
资深驾驶员对新手有哪些建议？,http://www.zhihu.com/question/23880443,10180,http://www.zhihu.com/question/23880443/answer/25977689,本人驾龄8年，父亲驾龄30年，专业教练。一点点小经验与朋友分享，想到哪说到哪，请别介意。【行车篇】0.请一定要系好安全带，副驾驶也是。1.变线前一定要先看后视镜，学会用镜中物体大小判断距离。2.开车期间不要打电话！不得不接的话请靠边闪危险灯。发短… 
事业单位，月薪 2000 有必要买汽车吗？适合买什么样的汽车？,http://www.zhihu.com/question/23163763,7985,http://www.zhihu.com/question/23163763/answer/25733679,怎么着？？月薪2000就不能谈买车了？？？按你这个来说没有190CM就别谈NBA了？？？不是高富帅也不能谈白富美了？？？没吃过肯德基也不能谈麦当劳了？？？逗比- -怪不得中年秃顶才开CC- -来，老鼠和你好好谈我给你三个套餐供你挑选（1）豪华奢靡红色法兰西风… 
为什么中东的非法武装或者恐怖分子都喜欢用丰田车？,http://www.zhihu.com/question/26939875,5503,http://www.zhihu.com/question/26939875/answer/34706775,转载不一定要加作者名，只要注明来自知乎--------------------------------------------------------------------------------------------------------------------------【多图预警】对于丰田Hilux变态的耐操性，大名鼎鼎的TopGear也早就发现了，Hilux从… 
上了全险的车主，交通事故发生后不与事故另一方接触合情合理吗？,http://www.zhihu.com/question/32204730,5471,http://www.zhihu.com/question/32204730/answer/55466018,作为法官，我一年能审理50多个交通事故案件。首先作为普通人说几句：1、机动车真心是弱势群体；2、骑电瓶车的都是惹不起的大爷；3、人性有多坏你们难以想象；4、撞了你，赔偿是义务，探望是情分，不探望是本分，你能不能不要玻璃心？然后作为法官，我为各位… 
如何看待南京马自达被宝马七系拦腰折断，而宝马七系仅仅是车头损坏？,http://www.zhihu.com/question/31467118,5396,http://www.zhihu.com/question/31467118/answer/52115304,我为什么会说以下这些话呢？因为我在看到这个新闻的时候很愤怒。在易车，在汽车之家，在新车评，在这些汽车论坛里有关这个话题的讨论中，很多人并没有去关注驾驶安全，没有去关心这个家庭的命运，却在喋喋不休的争吵着日系车和德系车哪个更好。身边的一些人… 
为什么有些人开车到家后会独自坐在车中发呆？,http://www.zhihu.com/question/28476510,5290,,很多时候我也不想下车，因为那是一个分界点。推开车门你就是柴米油盐、是父亲、是儿子、是老公，唯独不是你自己；在车上，一个人在车上想静静，抽颗烟，这个躯体属
出过事故的二手车可以买吗？,http://www.zhihu.com/question/23136981,4952,http://www.zhihu.com/question/23136981/answer/30908460,吱吱吱，李老鼠小队长前来觐见！题主问的是：事故二手车到底能不能买？答案是肯定的：不能！这样问题就回答完了么？NONONO！这样怎么能对得起我李老鼠的刮(chui)沫(niu)子(bi)能力，楼主其实是一个非常聪明的人，它就是抛砖引玉，其实他是想问：1.什么样的… 
如何看待「成都两司机因开斗气车引致的男司机对女司机实施殴打」的恶劣社会事件？,http://www.zhihu.com/question/30073693,6213,http://www.zhihu.com/question/30073693/answer/46761116,我也不想说服谁了 你觉得对你就去做，做错了自然有代价，挖苦讽刺的人还真不少，我今天算是见识到人民群众抠字眼的能力和断章取义的能力，要回复麻烦先把答案一字一句看完。别动不动法律什么的，关于这点我解释的很清楚。搞得个个都是乌托邦出来的，你开过… 
日本的城市居民只有少部分人开车吗？,http://www.zhihu.com/question/28473371,4740,http://www.zhihu.com/question/28473371/answer/40964060,正好昨天看过柴静的报告深有感触，也有一些疑点，今天碰到这么好的问题，就浅调查一下解答大家对于日本的疑问吧。（多图）我本人对环境方面没有专业知识，对车更是没有兴趣完全不了解，所以仅简单的找一些资料，抛砖引玉，希望有熟悉这方面的知友能给出更全… 
怎样从零基础变成懂车达人？,http://www.zhihu.com/question/28511727,4569,http://www.zhihu.com/question/28511727/answer/41141673,——————Vicky的零基础学习笔记——————3.18日已更新——————15.3.4.——————\(^o^)/~题主你好哟 好开心遇到为了和某人谈笑风生而努力的人很久以前就想了解汽车了 记得13年刚刚认识他的时候还买了一堆《AutoMotorundsport》 在成功的看了半… 
怎样才能把等公交描写出江湖感觉？,http://www.zhihu.com/question/29313557,4555,http://www.zhihu.com/question/29313557/answer/43969202,谢邀1夏夜，风挺爽。咕嘟咕嘟，露天一口黄铜大火锅，三人围着，吃得爽嗨。邪乎。有关群众都说，今天回龙观是他妈要出大事了。不然谁他妈在公交站台吃火锅。2王小明微微一笑，捡了块儿血豆腐，那豆腐是真他妈红，和他胸口的红领巾一个色。王小明说，我们小学… 
中国造不出像样的汽车发动机，是真的吗？,http://www.zhihu.com/question/19626618,4532,http://www.zhihu.com/question/19626618/answer/13706942,是的，作为一个工程人员，这要从头说起了。当年钱老回国只搞火箭不搞飞机就是因为我国的工业基础太差。如今半个世纪过去了，钱老已经不在了，我们的工业基础还是寸步难行。大炼钢铁和big revolution使得我国的工业基础严重受挫，元气大伤。工业要发展，炼钢… 
人们有哪些常见的对汽车的错误认识？,http://www.zhihu.com/question/25997792,4465,http://www.zhihu.com/question/25997792/answer/31860060,未经许可，禁止转载楼主问了个好问题。我国作为一个汽车普及时间很短的国家，国民对汽车认识误区真的不是一般的多。我也来说一下：关于油耗1.转速越高越费油。这个可能是国人最严重的误区，而且很少被纠正。一般的家用汽油机在高负载情况下的最佳效率区间在… 
为什么美国电影里，美国人开的车都很一般？,http://www.zhihu.com/question/27498298,4449,http://www.zhihu.com/question/27498298/answer/36961938,未经许可，禁止转载首先，美国的中产以上阶层，指的是美国前50%的水平，差不多就是美国的中间阶层，按11年的收入水平是家庭税后年收入5.5万美元以上）（数据来源和阶层定义见Household income in the United States）。但中国构成豪华车消费主力的按照收入… 
为什么美国销量前三的车都是皮卡？,http://www.zhihu.com/question/31129937,4332,http://www.zhihu.com/question/31129937/answer/58644122,为什么皮卡在美国卖的这么好呢？为什么美国有这么多人买皮卡呢？为什么皮卡在别的地方就没有这么多销量？为什么皮卡的销量比凯美瑞、雅阁、卡罗拉、思域这北美四大神车还要多？多图预警。请在 wifi 下继续阅读。其实不仅仅是2014年，福特 F 系列皮卡已经雄… 
资深驾驶员对新手有哪些建议？,http://www.zhihu.com/question/23880443,4307,http://www.zhihu.com/question/23880443/answer/35422015,最近知道了 Asian driver 的意思，所以上网学习了很多安全驾驶的常识和技巧，改变偏见从我做起。既然是「资深驾驶员对新手的建议」，我觉得这个就特别好：70 Rules of Defensive Driving 作者Robert Schaller 是一位资深的安全驾驶教练。当然，这说的都是美… 
备胎突然有女朋友了，我该不该夺回来？,http://www.zhihu.com/question/33749599,12239,http://www.zhihu.com/question/33749599/answer/57299352,看的爽请点赞。——————————————————高冷的分割线—————————————————— 以上六个字是原答案，几天时间骗了这么多赞实在是受宠若惊，我相信大家都是手比脑快惺惺相惜情不自禁。同时我感到非常悲伤，因为点赞者中保守估计应… 
水平极高的出租车司机能够有多神奇的驾技？,http://www.zhihu.com/question/33724782,4189,http://www.zhihu.com/question/33724782/answer/57369329,就在今年五月一日，天津刮大风，天上的云被风刮进了心。就在前几天，我经历了我工作的大危机，加上接连数星期的奔波劳累，我觉得我如瀚海扁舟，孤独又脆弱。我在天津见了一个老朋友，满桌子好吃的。但美味的烤鸭也无法驱散我心中的阴霾，老朋友让我暂且安心… 
同一辆车，发动机的转速、最高转速、扭矩、最大扭矩、功率、最大功率、汽车行驶速度，他们之间相互的逻辑关系是什么？,http://www.zhihu.com/question/20262281,4185,http://www.zhihu.com/question/20262281/answer/25277001,呵呵呵呵，不请自来，不能白读五年书，出来喷一喷。多图慎入。先聊聊换档这个事吧，哎老夫拿了驾照也有几年了，再加上学了几年汽车，我觉得楼主完全就是一个汽车门外汉，完全没有必要拿公式去糊弄，我用跟通俗易懂的方法去告诉你吧。第一：关于变速箱既然你… 
就 2015 年初而言，国人的审美大体处于一个什么样的水平？,http://www.zhihu.com/question/28409136,48715,http://www.zhihu.com/question/28409136/answer/40799569,结合城乡整体水平看，我们国家人民的平均审美能力和品位，大致处于以下水准：这是中华英伦风。（经知友更正，应为中华韩版英伦风， 真是活到老学到老）这是酷炫吊炸天：这是我国最常见的大学和单位餐厅设计，易于清洁，便于拆除。这叫做“简欧”装潢风格（… 
月生活费 800 的女大学生如何在保证三餐不受影响的情况下提升自己的着装搭配和品味？,http://www.zhihu.com/question/26927514,29152,http://www.zhihu.com/question/26927514/answer/50373040,题主，希望你能认真看看我的答案。你的月生活费只有800，可以想见你的家庭经济不宽裕，而且你没向家里多要，你是懂事的，这让我很感动。有的答主让你认真念书别关心外表，我同意一半，学习当然重要，但是尤其从大学开始，每一天都是机会，每一天都可能遇到… 
淘宝上买衣服，怎么买出质量，穿出品位？,http://www.zhihu.com/question/26702926,26352,http://www.zhihu.com/question/26702926/answer/33843851,2015/09/04 更新，答主收到几千封私信，发现大家有共同的需求，就是获得更优质的店铺资源，与更多有同样兴趣的人交流购物经验，希望我帮忙鉴别店铺是否靠谱。福利来了！另外，此群以每天30人的数量增加，现在面向广大知友招聘优秀管理员2名，要求1.有责任心… 
有哪些生活小习惯，慢慢地可以改变一个人的性格或者生活？,http://www.zhihu.com/question/26811466,24792,http://www.zhihu.com/question/26811466/answer/34723592,2014年12月29日更新第三部分时，发现超出字数限制了，文章最后面的100天行动读者反馈下面的链接已经被顶没了，还有好多习惯要继续写，下一次更新我写在到微信和Blog上，然后在这里加上链接：对这方面有些研究，分享一些改变性格和人生的习惯，会慢慢更新一… 
女生应该怎么穿衣服既低调又不俗气？,http://www.zhihu.com/question/21652570,23588,http://www.zhihu.com/question/21652570/answer/30080425,多图预警===================人类学家凯特·福克斯在《英国人的言行潜规则》中这么描述上层妇女的着装，“穿得相对低调，相对简单，没有过度的搭配，也没有让人看得出的多余装饰，她的头发看上去随意，没有发型，但绝不会油腻”“戴太多的首饰，化太浓的妆… 
在北上广打拼的单身年轻人的生活状态是怎样的？,http://www.zhihu.com/question/24865212,22537,http://www.zhihu.com/question/24865212/answer/47717931,/*以下原文*/@2014年8月份的一天，我还在图书馆里复习考研。那天气温很高，我旁边狐臭的大哥向我传来的愁云惨雾让我变得十分狂躁，于是我提起书包冲出了图书馆，回到寝室洗了把脸。“妈的，不考了。”我决定。第二天我在网上投了几份简历，第三天收到了几个… 
如何让自己变成一个有品味的人？,http://www.zhihu.com/question/21568734,21910,http://www.zhihu.comhttp://www.zhihu.com/question/21257106/answer/17697938,首先请记住，并且经常对自己重复一句话——“对我来说，这个世界上最重要的人是我。”之前在知乎看到过一个匿名用户谈在北京买房后的感受（链接），他放了两张图片做对比，一张是他租房时候的照片，一张是他买房之后新房的照片：祝愿这位知友和夫人生活幸福… 
一个人太孤单，养点什么比较合适？,http://www.zhihu.com/question/31081639,21865,http://www.zhihu.com/question/31081639/answer/54210920,我对你的爱已饱和许久，随时间慢慢析出碎晶。当结成花时，你能否记起我。～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～本 文 禁 止 转 载。楼上的答主们都在推荐植物啊，动物啊神马的。感觉有些千篇一律呢于是… 
男人品位的高低从何处体现？,http://www.zhihu.com/question/22592866,21530,http://www.zhihu.com/question/22592866/answer/22250897,我年纪还轻，不敢轻言品位二字，只是想提取一些生活中遇到的那些感觉“有品”的前辈的一些特征，我不多说，说一下我的感受。我所观察到有品位男人的最高体现，私认为是五个字——分寸与克制。这种品质非一定见识与思考沉淀之后不能体现。我见过周游世界的大… 
男生如何找准自己的穿衣风格，提升衣着品味？,http://www.zhihu.com/question/20250029,21260,http://www.zhihu.com/question/20250029/answer/16625969,呐，虽然很想优雅地说一句「谢邀」，但这个问题问得太大，我也拖得太久，实在让人伤脑筋，所以不谢。首先呢，让我们来聊聊哲学。当我们谈论衣着的时候，我们是在谈论衣着，而不是「长得好看最重要」哟。无论父母给你的长相如何。好的衣着品味始终可以塑造人… 
坐过那趟北京到莫斯科的列车是怎样一种体验？,http://www.zhihu.com/question/30466809,21003,http://www.zhihu.com/question/30466809/answer/49942727,知乎首答～题主你好～我去年从郑外高中毕业，借着在国内最后的两个月时间陪着老爸踏上了西伯利亚大铁路之旅。我所乘坐的是从北京经停乌兰巴托终到莫斯科的K3次国际列车，在俄罗斯境内又玩了大约一周多。希望下面的答案可以帮助到你。1. 列车选择 从北京到莫… 
为什么有些工资不高的人用着最新款的 iPhone 或者各种价格不低的电子设备？,http://www.zhihu.com/question/29854309,19865,http://www.zhihu.com/question/29854309/answer/46413080,后加：五一假期结束，忙得一天没刷知乎，再登陆便是扑面而来的唾沫。对题主———阁下原先的提问的确带有傲慢和歧视，但还是接受不同声音的，现在修改过的问题就正常多了。对此表示歉意，原谅我一时口无遮拦，用暴戾的语气作出不太友善的举动。对评论区部分… 
怎么能在旅行时拍出不那么「游客照」的照片？,http://www.zhihu.com/question/19647535,19626,http://www.zhihu.com/question/19647535/answer/20468546,来分享一个我喜欢的姑娘。这姑娘我关注特别久，她的人生，基本都在旅行中。每一次旅行，姑娘都带来超级精彩的图片，不管是自己的，还是风景。由于这姑娘的人生理念及拍照特别好看，OPPO还找她做了广告呢。姑娘叫猫力molly，她的照片是我见过最不像游客的游… 
有哪些 100 元以下，很少见但高大上的物件？,http://www.zhihu.com/question/23054572,18192,http://www.zhihu.com/question/23054572/answer/23547306,============九月十二日增加一小段话，东西没有更新============================呐，几个月没变动，来补充一段无关紧要的东西。当初回答这个问题，完完全全是心血来潮，啪啦啪啦一打一大把，既没有注意“标明图片来源”这种基本的常识性问题，文字描述也糟… 
一个女孩要怎样才算得上精致？,http://www.zhihu.com/question/28209703,17006,http://www.zhihu.com/question/28209703/answer/40720295,有一次我乘飞机。旁边坐了个女孩儿，丝袜筒裙高跟鞋，双颊一层细腻的粉，嘴唇一抹亮丽的红。飞7，8个小时以上，我就恨不得穿睡裤上去。遇到这种带全妆长途飞行的主，不由好生觉得她有病。飞机进入平流层，她换了棉拖鞋，掏出一个大号化妆包，卸妆水，面膜，… 
衣服的常见面料如何区分，什么样的面料才算好的面料？,http://www.zhihu.com/question/20931360,16989,http://www.zhihu.com/question/20931360/answer/18710149,这个一定要回答。不抄大段理论资料，完全说说自己的看法，全是干货，不兑水，不是服装专业的，一切业余，个人主观，讲得比较粗，细节上有一点出入请无视。（以下回答均不涉及运动领域或其他特殊领域）全是个人看法，仅供参考，意见不同者可移步他地，别搬百… 
怎样在一个暑假内变美？,http://www.zhihu.com/question/31453881,16700,http://www.zhihu.com/question/31453881/answer/53576199,（从头到脚，长文预警！）就喜欢这种简单粗暴的问法，考验耐力执行力的变美大法。这些建议只能让你变得相对美一点，不能变成女神。穷学生只能用笨方法变美，白富美和自带女神光环的我们普通人真心不比也比不起。不喜勿喷勿争论。（不推荐产品，只说自己在用… 
一个人旅行应该怎样自拍？,http://www.zhihu.com/question/22425541,16659,http://www.zhihu.com/question/22425541/answer/38078345,自己就是自己最好的摄影师作为不自拍会死星人的一员，还是忍不住出来回答一下。本人小编辑一枚，热爱游山玩水，也算去过各类风景名胜，但由于没有男朋友（喂这不是重点）帮拍帮衬，所以经常一个人旅行，见到美景时为了能够留影只能自力更生，积累了不少自拍… 
男生如何学习服装搭配？,http://www.zhihu.com/question/20872048,16482,http://www.zhihu.com/question/20872048/answer/40045720,收藏21000多点赞15000多…一个字，服…哼，右边收藏夹的创建者们，不要让我看到你们不点赞光收藏的次数太多哦~~~哈哈哈哈哈~~~原载于微信公众号sinanfashion的文章，未经允许请勿私自转载，以及转载需向我付稿费。本文将从基础篇、进阶篇、高级篇三个篇章来… 
休婚假 15 天，去哪里玩比较好？,http://www.zhihu.com/question/21000307,16285,http://www.zhihu.com/question/21000307/answer/42552261,我来说个故事。2014年2月，我认识了一个女孩子，很漂亮，很温柔，很喜欢旅行。第一次约会的时候，我们吃过晚饭去星爸爸喝了杯咖啡继续聊天，然后她说要回去了，因为今晚亚航大促，她要去抢秒杀机票。那天晚上很晚了，她非常激动的跟我说已经买好了15年3月份… 
哪些素质很重要，但却是读书学不来的？,http://www.zhihu.com/question/28626263,72271,http://www.zhihu.com/question/28626263/answer/41992632,（本文谢绝转载）书上找不到，也很少有人讨论的个人素质，我认为有以下三种：１．人际交往中的期望值管理能力２．阈值自控意识３．应对主观时空扭曲的能力１.先说第一个，期望值管理能力。影视剧中往往有这样的观感：一个地痞或者土匪，平日无恶不作。到了… 
要怎样努力，才能成为很厉害的人？,http://www.zhihu.com/question/22921426,57086,http://www.zhihu.com/question/22921426/answer/23330366,谢邀首先，少年，答应别人的承诺，就一定要兑现。我以前啊，和你一样，很想成为一个很厉害很厉害很厉害的人。喜欢看热血的东西，幻想自己是屠龙的勇士，登塔的先锋，我左手有剑，右手有光，没头没脑的燃烧自己，敌人的骑军来了，我说你们何人堪与之战，我的… 
体质极差的人如何从头开始恢复身体素质？,http://www.zhihu.com/question/20381470,50282,http://www.zhihu.com/question/20381470/answer/28568570,一个曾经体质极差的人怒答。这不是如何健身的回答，只是一个快要把自己玩死的边缘，把自己拉回来的综合路程。一个吸烟9年，喝酒，作息不规律，熬夜，爱吃重口味油盐等等..的人，一次改变的路程。曾我真的以为我还能呼吸就真的能多活一天似的。大学毕业后的… 
你有什么相见恨晚的知识想推荐给年轻人？,http://www.zhihu.com/question/22238159,40892,http://www.zhihu.com/question/22238159/answer/20750109,这个问题我必须答，因为我想为这里的年轻人介绍一种「可实现的成功学」。希望这个我自创的理论，可以改变很多人的一生。当我们评价一个事情值不值得去做、应该花多少精力去做的时候，应该抛弃单一的视角，而是分从两个不同的维度来看，一是该事件将给我带来… 
中国真的有很多穷人吗？,http://www.zhihu.com/question/30277318,40042,http://www.zhihu.com/question/30277318/answer/48152465,沿着这个主题，说说我自己的故事吧。也浅谈我的财富观。2011年，博士毕业，和妻子，同时在一所二线城市大学工作。收入就不说了，全国统一市场价。两家基本生活条件，都属于三线小城市的富裕家庭。我父母，文革期间招工，进的企业。国有企业双职工，父母年轻… 
为什么有人愿意用喝酒、吹牛、看综艺节目来消磨时间，有人却能选择用这些时间来看一本书？,http://www.zhihu.com/question/28523831,40021,http://www.zhihu.com/question/28523831/answer/42242909,我大学时想过这个问题我刚上大学逼格就比较高（比较傻），基本不听中文歌，不看国产剧或国产地摊文学，听到同学们兴高采烈地讨论韩寒郭敬明、北京青年、马桶台或者某些流行歌手，窝的心理活动都是“呵呵村炮”那时我觉得人生就是一场‘逼格保卫战“但在装了… 
日常生活中有哪些十分钟就能学会并可以终生受用的技能？,http://www.zhihu.com/question/20894671,34926,http://www.zhihu.com/question/20894671/answer/30171083,【Quora精彩答案搬运计划】（始于2014年9月5日，第6次更新于2014年12月26日）（小技巧：要快速获知更新情况，请在本答案下评论，更新后所有评论过的人都会收到消息提醒）（转载请注明作者并给出本回答地址，商业转载请联系，谢谢）【按】关于“日常生活中有… 
日常生活中有哪些十分钟就能学会并可以终生受用的技能？,http://www.zhihu.com/question/20894671,33231,http://www.zhihu.com/question/20894671/answer/43376114,4月15日更新收藏的童靴，麻烦点个赞哈。。。1.如果你忘了自己的密码是什么，并且网页上保存的有密码，像这样可以用一个小技巧找到密码。在密码处右键，选择审查元素然后页面下方就会出现一些代码把中间标灰色那一行中的type = password 改为 type = text 按… 
没有锻炼基础的人，如何增肌与减脂？,http://www.zhihu.com/question/20687290,31793,http://www.zhihu.com/question/20687290/answer/15853608,本回答会长期更新……最后一次修改于2014.11.10.有兴趣的可以添加我的微信订阅号：陈柏龄的酱油台（soychen01），分享高质量的健身原创文章。还有这个专栏：健身自习室 - 知乎专栏。本人的相关回答转载时，注明此微信号即可。欢迎自荐健身回答。一两句话是… 
可以在网上买书赶紧看完然后再退掉吗？,http://www.zhihu.com/question/31764327,29592,http://www.zhihu.com/question/31764327/answer/54133212,题主，你好。我刚好写过书，也做互联网电商运营，我来给你聊聊吧。你知道一个作者写一本17万字普通厚度的小说需要耗费多少时间和精力吗？刚从网上买了两本书，我在想我是不是可以抓紧时间看完然后再申请退掉，这样岂不是可以不花钱免费看好多书啊。嗯，你无… 
